"ID°";"Cost";"Attack";"Defense";"Taunt";"Trample";"Distortion";"First Strike";
106;8;8;7;0;0;0;0;
107;8;8;8;0;0;0;0;
108;5;9;1;0;0;0;0;
109;6;9;2;0;0;0;0;
110;6;9;3;0;0;0;0;
111;7;9;4;0;0;0;0;
112;7;9;5;0;0;0;0;
113;8;9;6;0;0;0;0;
114;8;9;7;0;0;0;0;
115;6;10;1;0;0;0;0;
116;6;10;2;0;0;0;0;
117;7;10;3;0;0;0;0;
118;7;10;4;0;0;0;0;
119;8;10;5;0;0;0;0;
120;8;10;6;0;0;0;0;
121;6;11;1;0;0;0;0;
122;7;11;2;0;0;0;0;
123;7;11;3;0;0;0;0;
124;8;11;4;0;0;0;0;
125;8;11;5;0;0;0;0;
126;7;12;1;0;0;0;0;
127;7;12;2;0;0;0;0;
128;8;12;3;0;0;0;0;
129;8;12;4;0;0;0;0;
130;7;13;1;0;0;0;0;
131;8;13;2;0;0;0;0;
132;8;13;3;0;0;0;0;
133;8;14;1;0;0;0;0;
134;8;14;2;0;0;0;0;
135;8;15;1;0;0;0;0;
136;2;0;1;1;0;0;0;
137;3;0;2;1;0;0;0;
138;3;0;3;1;0;0;0;
139;4;0;4;1;0;0;0;
140;4;0;5;1;0;0;0;
141;5;0;6;1;0;0;0;
142;5;0;7;1;0;0;0;
143;6;0;8;1;0;0;0;
144;6;0;9;1;0;0;0;
145;7;0;10;1;0;0;0;
146;7;0;11;1;0;0;0;
147;8;0;12;1;0;0;0;
148;8;0;13;1;0;0;0;
149;3;1;1;1;0;0;0;
150;3;1;2;1;0;0;0;
151;4;1;3;1;0;0;0;
152;4;1;4;1;0;0;0;
153;5;1;5;1;0;0;0;
154;5;1;6;1;0;0;0;
155;6;1;7;1;0;0;0;
156;6;1;8;1;0;0;0;
157;7;1;9;1;0;0;0;
158;7;1;10;1;0;0;0;
159;8;1;11;1;0;0;0;
160;8;1;12;1;0;0;0;
161;3;2;1;1;0;0;0;
162;4;2;2;1;0;0;0;
163;4;2;3;1;0;0;0;
164;5;2;4;1;0;0;0;
165;5;2;5;1;0;0;0;
166;6;2;6;1;0;0;0;
167;6;2;7;1;0;0;0;
168;7;2;8;1;0;0;0;
169;7;2;9;1;0;0;0;
170;8;2;10;1;0;0;0;
171;8;2;11;1;0;0;0;
172;4;3;1;1;0;0;0;
173;4;3;2;1;0;0;0;
174;5;3;3;1;0;0;0;
175;5;3;4;1;0;0;0;
176;6;3;5;1;0;0;0;
177;6;3;6;1;0;0;0;
178;7;3;7;1;0;0;0;
179;7;3;8;1;0;0;0;
180;8;3;9;1;0;0;0;
181;8;3;10;1;0;0;0;
182;4;4;1;1;0;0;0;
183;5;4;2;1;0;0;0;
184;5;4;3;1;0;0;0;
185;6;4;4;1;0;0;0;
186;6;4;5;1;0;0;0;
187;7;4;6;1;0;0;0;
188;7;4;7;1;0;0;0;
189;8;4;8;1;0;0;0;
190;8;4;9;1;0;0;0;
191;5;5;1;1;0;0;0;
192;5;5;2;1;0;0;0;
193;6;5;3;1;0;0;0;
194;6;5;4;1;0;0;0;
195;7;5;5;1;0;0;0;
196;7;5;6;1;0;0;0;
197;8;5;7;1;0;0;0;
198;8;5;8;1;0;0;0;
199;5;6;1;1;0;0;0;
200;6;6;2;1;0;0;0;
201;6;6;3;1;0;0;0;
202;7;6;4;1;0;0;0;
203;7;6;5;1;0;0;0;
204;8;6;6;1;0;0;0;
205;8;6;7;1;0;0;0;
206;6;7;1;1;0;0;0;
207;6;7;2;1;0;0;0;
208;7;7;3;1;0;0;0;
209;7;7;4;1;0;0;0;
210;8;7;5;1;0;0;0;
211;8;7;6;1;0;0;0;
212;6;8;1;1;0;0;0;
213;7;8;2;1;0;0;0;
214;7;8;3;1;0;0;0;
215;8;8;4;1;0;0;0;
216;8;8;5;1;0;0;0;
217;7;9;1;1;0;0;0;
218;7;9;2;1;0;0;0;
219;8;9;3;1;0;0;0;
220;8;9;4;1;0;0;0;
221;7;10;1;1;0;0;0;
222;8;10;2;1;0;0;0;
223;8;10;3;1;0;0;0;
224;8;11;1;1;0;0;0;
225;8;11;2;1;0;0;0;
226;8;12;1;1;0;0;0;
