"ID°";"Cost";"Attack";"Defense";"Taunt";"Trample";"Distortion";"First Strike";
106;8;8;7;0;0;0;0;
107;8;8;8;0;0;0;0;
108;5;9;1;0;0;0;0;
109;6;9;2;0;0;0;0;
110;6;9;3;0;0;0;0;
111;7;9;4;0;0;0;0;
112;7;9;5;0;0;0;0;
113;8;9;6;0;0;0;0;
114;8;9;7;0;0;0;0;
115;6;10;1;0;0;0;0;
116;6;10;2;0;0;0;0;
117;7;10;3;0;0;0;0;
118;7;10;4;0;0;0;0;
119;8;10;5;0;0;0;0;
120;8;10;6;0;0;0;0;
121;6;11;1;0;0;0;0;
122;7;11;2;0;0;0;0;
123;7;11;3;0;0;0;0;
124;8;11;4;0;0;0;0;
125;8;11;5;0;0;0;0;
126;7;12;1;0;0;0;0;
127;7;12;2;0;0;0;0;
128;8;12;3;0;0;0;0;
129;8;12;4;0;0;0;0;
130;7;13;1;0;0;0;0;
131;8;13;2;0;0;0;0;
132;8;13;3;0;0;0;0;
133;8;14;1;0;0;0;0;
134;8;14;2;0;0;0;0;
135;8;15;1;0;0;0;0;
136;2;0;1;1;0;0;0;
137;3;0;2;1;0;0;0;
138;3;0;3;1;0;0;0;
139;4;0;4;1;0;0;0;
140;4;0;5;1;0;0;0;
141;5;0;6;1;0;0;0;
142;5;0;7;1;0;0;0;
143;6;0;8;1;0;0;0;
144;6;0;9;1;0;0;0;
145;7;0;10;1;0;0;0;
146;7;0;11;1;0;0;0;
147;8;0;12;1;0;0;0;
148;8;0;13;1;0;0;0;
149;3;1;1;1;0;0;0;
150;3;1;2;1;0;0;0;
151;4;1;3;1;0;0;0;
152;4;1;4;1;0;0;0;
153;5;1;5;1;0;0;0;
154;5;1;6;1;0;0;0;
155;6;1;7;1;0;0;0;
156;6;1;8;1;0;0;0;
157;7;1;9;1;0;0;0;
158;7;1;10;1;0;0;0;
159;8;1;11;1;0;0;0;
160;8;1;12;1;0;0;0;
161;3;2;1;1;0;0;0;
162;4;2;2;1;0;0;0;
163;4;2;3;1;0;0;0;
164;5;2;4;1;0;0;0;
165;5;2;5;1;0;0;0;
166;6;2;6;1;0;0;0;
167;6;2;7;1;0;0;0;
168;7;2;8;1;0;0;0;
169;7;2;9;1;0;0;0;
170;8;2;10;1;0;0;0;
171;8;2;11;1;0;0;0;
172;4;3;1;1;0;0;0;
173;4;3;2;1;0;0;0;
174;5;3;3;1;0;0;0;
175;5;3;4;1;0;0;0;
176;6;3;5;1;0;0;0;
177;6;3;6;1;0;0;0;
178;7;3;7;1;0;0;0;
179;7;3;8;1;0;0;0;
180;8;3;9;1;0;0;0;
181;8;3;10;1;0;0;0;
182;4;4;1;1;0;0;0;
183;5;4;2;1;0;0;0;
184;5;4;3;1;0;0;0;
185;6;4;4;1;0;0;0;
186;6;4;5;1;0;0;0;
187;7;4;6;1;0;0;0;
188;7;4;7;1;0;0;0;
189;8;4;8;1;0;0;0;
190;8;4;9;1;0;0;0;
191;5;5;1;1;0;0;0;
192;5;5;2;1;0;0;0;
193;6;5;3;1;0;0;0;
194;6;5;4;1;0;0;0;
195;7;5;5;1;0;0;0;
196;7;5;6;1;0;0;0;
197;8;5;7;1;0;0;0;
198;8;5;8;1;0;0;0;
199;5;6;1;1;0;0;0;
200;6;6;2;1;0;0;0;
201;6;6;3;1;0;0;0;
202;7;6;4;1;0;0;0;
203;7;6;5;1;0;0;0;
204;8;6;6;1;0;0;0;
205;8;6;7;1;0;0;0;
206;6;7;1;1;0;0;0;
207;6;7;2;1;0;0;0;
208;7;7;3;1;0;0;0;
209;7;7;4;1;0;0;0;
210;8;7;5;1;0;0;0;
211;8;7;6;1;0;0;0;
212;6;8;1;1;0;0;0;
213;7;8;2;1;0;0;0;
214;7;8;3;1;0;0;0;
215;8;8;4;1;0;0;0;
216;8;8;5;1;0;0;0;
217;7;9;1;1;0;0;0;
218;7;9;2;1;0;0;0;
219;8;9;3;1;0;0;0;
220;8;9;4;1;0;0;0;
221;7;10;1;1;0;0;0;
222;8;10;2;1;0;0;0;
223;8;10;3;1;0;0;0;
224;8;11;1;1;0;0;0;
225;8;11;2;1;0;0;0;
226;8;12;1;1;0;0;0;
227;2;0;1;0;0;1;0;
228;2;0;2;0;0;1;0;
229;3;0;3;0;0;1;0;
230;3;0;4;0;0;1;0;
231;4;0;5;0;0;1;0;
232;4;0;6;0;0;1;0;
233;5;0;7;0;0;1;0;
234;5;0;8;0;0;1;0;
235;6;0;9;0;0;1;0;
236;6;0;10;0;0;1;0;
237;7;0;11;0;0;1;0;
238;7;0;12;0;0;1;0;
239;8;0;13;0;0;1;0;
240;8;0;14;0;0;1;0;
241;2;1;1;0;0;1;0;
242;3;1;2;0;0;1;0;
243;3;1;3;0;0;1;0;
244;4;1;4;0;0;1;0;
245;4;1;5;0;0;1;0;
246;5;1;6;0;0;1;0;
247;5;1;7;0;0;1;0;
248;6;1;8;0;0;1;0;
249;6;1;9;0;0;1;0;
250;7;1;10;0;0;1;0;
251;7;1;11;0;0;1;0;
252;8;1;12;0;0;1;0;
253;8;1;13;0;0;1;0;
254;3;2;1;0;0;1;0;
255;3;2;2;0;0;1;0;
256;4;2;3;0;0;1;0;
257;4;2;4;0;0;1;0;
258;5;2;5;0;0;1;0;
259;5;2;6;0;0;1;0;
260;6;2;7;0;0;1;0;
261;6;2;8;0;0;1;0;
262;7;2;9;0;0;1;0;
263;7;2;10;0;0;1;0;
264;8;2;11;0;0;1;0;
265;8;2;12;0;0;1;0;
266;3;3;1;0;0;1;0;
267;4;3;2;0;0;1;0;
268;4;3;3;0;0;1;0;
269;5;3;4;0;0;1;0;
270;5;3;5;0;0;1;0;
271;6;3;6;0;0;1;0;
272;6;3;7;0;0;1;0;
273;7;3;8;0;0;1;0;
274;7;3;9;0;0;1;0;
275;8;3;10;0;0;1;0;
276;8;3;11;0;0;1;0;
277;4;4;1;0;0;1;0;
278;4;4;2;0;0;1;0;
279;5;4;3;0;0;1;0;
280;5;4;4;0;0;1;0;
281;6;4;5;0;0;1;0;
282;6;4;6;0;0;1;0;
283;7;4;7;0;0;1;0;
284;7;4;8;0;0;1;0;
285;8;4;9;0;0;1;0;
286;8;4;10;0;0;1;0;
287;4;5;1;0;0;1;0;
288;5;5;2;0;0;1;0;
289;5;5;3;0;0;1;0;
290;6;5;4;0;0;1;0;
291;6;5;5;0;0;1;0;
292;7;5;6;0;0;1;0;
293;7;5;7;0;0;1;0;
294;8;5;8;0;0;1;0;
295;8;5;9;0;0;1;0;
296;5;6;1;0;0;1;0;
297;5;6;2;0;0;1;0;
298;6;6;3;0;0;1;0;
299;6;6;4;0;0;1;0;
300;7;6;5;0;0;1;0;
301;7;6;6;0;0;1;0;
302;8;6;7;0;0;1;0;
303;8;6;8;0;0;1;0;
304;5;7;1;0;0;1;0;
305;6;7;2;0;0;1;0;
306;6;7;3;0;0;1;0;
307;7;7;4;0;0;1;0;
308;7;7;5;0;0;1;0;
309;8;7;6;0;0;1;0;
310;8;7;7;0;0;1;0;
311;6;8;1;0;0;1;0;
312;6;8;2;0;0;1;0;
313;7;8;3;0;0;1;0;
314;7;8;4;0;0;1;0;
315;8;8;5;0;0;1;0;
316;8;8;6;0;0;1;0;
317;6;9;1;0;0;1;0;
318;7;9;2;0;0;1;0;
319;7;9;3;0;0;1;0;
320;8;9;4;0;0;1;0;
321;8;9;5;0;0;1;0;
322;7;10;1;0;0;1;0;
323;7;10;2;0;0;1;0;
324;8;10;3;0;0;1;0;
325;8;10;4;0;0;1;0;
326;7;11;1;0;0;1;0;
327;8;11;2;0;0;1;0;
328;8;11;3;0;0;1;0;
329;8;12;1;0;0;1;0;
330;8;12;2;0;0;1;0;
331;8;13;1;0;0;1;0;
332;3;0;1;1;0;1;0;
333;4;0;2;1;0;1;0;
334;4;0;3;1;0;1;0;
335;5;0;4;1;0;1;0;
336;5;0;5;1;0;1;0;
337;6;0;6;1;0;1;0;
338;6;0;7;1;0;1;0;
339;7;0;8;1;0;1;0;
340;7;0;9;1;0;1;0;
341;8;0;10;1;0;1;0;
342;8;0;11;1;0;1;0;
343;4;1;1;1;0;1;0;
344;4;1;2;1;0;1;0;
345;5;1;3;1;0;1;0;
346;5;1;4;1;0;1;0;
347;6;1;5;1;0;1;0;
348;6;1;6;1;0;1;0;
349;7;1;7;1;0;1;0;
350;7;1;8;1;0;1;0;
351;8;1;9;1;0;1;0;
352;8;1;10;1;0;1;0;
353;4;2;1;1;0;1;0;
354;5;2;2;1;0;1;0;
355;5;2;3;1;0;1;0;
356;6;2;4;1;0;1;0;
357;6;2;5;1;0;1;0;
358;7;2;6;1;0;1;0;
359;7;2;7;1;0;1;0;
360;8;2;8;1;0;1;0;
361;8;2;9;1;0;1;0;
362;5;3;1;1;0;1;0;
363;5;3;2;1;0;1;0;
364;6;3;3;1;0;1;0;
365;6;3;4;1;0;1;0;
366;7;3;5;1;0;1;0;
367;7;3;6;1;0;1;0;
368;8;3;7;1;0;1;0;
369;8;3;8;1;0;1;0;
370;5;4;1;1;0;1;0;
371;6;4;2;1;0;1;0;
372;6;4;3;1;0;1;0;
373;7;4;4;1;0;1;0;
374;7;4;5;1;0;1;0;
375;8;4;6;1;0;1;0;
376;8;4;7;1;0;1;0;
377;6;5;1;1;0;1;0;
378;6;5;2;1;0;1;0;
379;7;5;3;1;0;1;0;
380;7;5;4;1;0;1;0;
381;8;5;5;1;0;1;0;
382;8;5;6;1;0;1;0;
383;6;6;1;1;0;1;0;
384;7;6;2;1;0;1;0;
385;7;6;3;1;0;1;0;
386;8;6;4;1;0;1;0;
387;8;6;5;1;0;1;0;
388;7;7;1;1;0;1;0;
389;7;7;2;1;0;1;0;
390;8;7;3;1;0;1;0;
391;8;7;4;1;0;1;0;
392;7;8;1;1;0;1;0;
393;8;8;2;1;0;1;0;
394;8;8;3;1;0;1;0;
395;8;9;1;1;0;1;0;
396;8;9;2;1;0;1;0;
397;8;10;1;1;0;1;0;
398;2;0;1;0;1;0;0;
399;2;0;2;0;1;0;0;
400;3;0;3;0;1;0;0;
401;3;0;4;0;1;0;0;
402;4;0;5;0;1;0;0;
403;4;0;6;0;1;0;0;
404;5;0;7;0;1;0;0;
405;5;0;8;0;1;0;0;
406;6;0;9;0;1;0;0;
407;6;0;10;0;1;0;0;
408;7;0;11;0;1;0;0;
409;7;0;12;0;1;0;0;
410;8;0;13;0;1;0;0;
411;8;0;14;0;1;0;0;
412;2;1;1;0;1;0;0;
413;3;1;2;0;1;0;0;
414;3;1;3;0;1;0;0;
415;4;1;4;0;1;0;0;
416;4;1;5;0;1;0;0;
417;5;1;6;0;1;0;0;
418;5;1;7;0;1;0;0;
419;6;1;8;0;1;0;0;
420;6;1;9;0;1;0;0;
421;7;1;10;0;1;0;0;
422;7;1;11;0;1;0;0;
423;8;1;12;0;1;0;0;
424;8;1;13;0;1;0;0;
425;3;2;1;0;1;0;0;
426;3;2;2;0;1;0;0;
427;4;2;3;0;1;0;0;
428;4;2;4;0;1;0;0;
429;5;2;5;0;1;0;0;
430;5;2;6;0;1;0;0;
431;6;2;7;0;1;0;0;
432;6;2;8;0;1;0;0;
433;7;2;9;0;1;0;0;
434;7;2;10;0;1;0;0;
435;8;2;11;0;1;0;0;
436;8;2;12;0;1;0;0;
437;3;3;1;0;1;0;0;
438;4;3;2;0;1;0;0;
439;4;3;3;0;1;0;0;
440;5;3;4;0;1;0;0;
441;5;3;5;0;1;0;0;
442;6;3;6;0;1;0;0;
443;6;3;7;0;1;0;0;
444;7;3;8;0;1;0;0;
445;7;3;9;0;1;0;0;
446;8;3;10;0;1;0;0;
447;8;3;11;0;1;0;0;
448;4;4;1;0;1;0;0;
449;4;4;2;0;1;0;0;
450;5;4;3;0;1;0;0;
451;5;4;4;0;1;0;0;
452;6;4;5;0;1;0;0;
453;6;4;6;0;1;0;0;
454;7;4;7;0;1;0;0;
455;7;4;8;0;1;0;0;
456;8;4;9;0;1;0;0;
457;8;4;10;0;1;0;0;
458;4;5;1;0;1;0;0;
459;5;5;2;0;1;0;0;
460;5;5;3;0;1;0;0;
461;6;5;4;0;1;0;0;
462;6;5;5;0;1;0;0;
463;7;5;6;0;1;0;0;
464;7;5;7;0;1;0;0;
465;8;5;8;0;1;0;0;
466;8;5;9;0;1;0;0;
467;5;6;1;0;1;0;0;
468;5;6;2;0;1;0;0;
469;6;6;3;0;1;0;0;
470;6;6;4;0;1;0;0;
471;7;6;5;0;1;0;0;
472;7;6;6;0;1;0;0;
473;8;6;7;0;1;0;0;
474;8;6;8;0;1;0;0;
475;5;7;1;0;1;0;0;
476;6;7;2;0;1;0;0;
477;6;7;3;0;1;0;0;
478;7;7;4;0;1;0;0;
479;7;7;5;0;1;0;0;
480;8;7;6;0;1;0;0;
481;8;7;7;0;1;0;0;
482;6;8;1;0;1;0;0;
483;6;8;2;0;1;0;0;
484;7;8;3;0;1;0;0;
485;7;8;4;0;1;0;0;
486;8;8;5;0;1;0;0;
487;8;8;6;0;1;0;0;
488;6;9;1;0;1;0;0;
489;7;9;2;0;1;0;0;
490;7;9;3;0;1;0;0;
491;8;9;4;0;1;0;0;
492;8;9;5;0;1;0;0;
493;7;10;1;0;1;0;0;
494;7;10;2;0;1;0;0;
495;8;10;3;0;1;0;0;
496;8;10;4;0;1;0;0;
497;7;11;1;0;1;0;0;
498;8;11;2;0;1;0;0;
499;8;11;3;0;1;0;0;
500;8;12;1;0;1;0;0;
501;8;12;2;0;1;0;0;
502;8;13;1;0;1;0;0;
503;3;0;1;1;1;0;0;
504;4;0;2;1;1;0;0;
505;4;0;3;1;1;0;0;
506;5;0;4;1;1;0;0;
507;5;0;5;1;1;0;0;
508;6;0;6;1;1;0;0;
509;6;0;7;1;1;0;0;
510;7;0;8;1;1;0;0;
511;7;0;9;1;1;0;0;
512;8;0;10;1;1;0;0;
513;8;0;11;1;1;0;0;
514;4;1;1;1;1;0;0;
515;4;1;2;1;1;0;0;
516;5;1;3;1;1;0;0;
517;5;1;4;1;1;0;0;
518;6;1;5;1;1;0;0;
519;6;1;6;1;1;0;0;
520;7;1;7;1;1;0;0;
521;7;1;8;1;1;0;0;
522;8;1;9;1;1;0;0;
523;8;1;10;1;1;0;0;
524;4;2;1;1;1;0;0;
525;5;2;2;1;1;0;0;
526;5;2;3;1;1;0;0;
527;6;2;4;1;1;0;0;
528;6;2;5;1;1;0;0;
529;7;2;6;1;1;0;0;
530;7;2;7;1;1;0;0;
531;8;2;8;1;1;0;0;
532;8;2;9;1;1;0;0;
533;5;3;1;1;1;0;0;
534;5;3;2;1;1;0;0;
535;6;3;3;1;1;0;0;
536;6;3;4;1;1;0;0;
537;7;3;5;1;1;0;0;
538;7;3;6;1;1;0;0;
539;8;3;7;1;1;0;0;
540;8;3;8;1;1;0;0;
541;5;4;1;1;1;0;0;
542;6;4;2;1;1;0;0;
543;6;4;3;1;1;0;0;
544;7;4;4;1;1;0;0;
545;7;4;5;1;1;0;0;
546;8;4;6;1;1;0;0;
547;8;4;7;1;1;0;0;
548;6;5;1;1;1;0;0;
549;6;5;2;1;1;0;0;
550;7;5;3;1;1;0;0;
551;7;5;4;1;1;0;0;
552;8;5;5;1;1;0;0;
553;8;5;6;1;1;0;0;
554;6;6;1;1;1;0;0;
555;7;6;2;1;1;0;0;
556;7;6;3;1;1;0;0;
557;8;6;4;1;1;0;0;
558;8;6;5;1;1;0;0;
559;7;7;1;1;1;0;0;
560;7;7;2;1;1;0;0;
561;8;7;3;1;1;0;0;
562;8;7;4;1;1;0;0;
563;7;8;1;1;1;0;0;
564;8;8;2;1;1;0;0;
565;8;8;3;1;1;0;0;
566;8;9;1;1;1;0;0;
567;8;9;2;1;1;0;0;
568;8;10;1;1;1;0;0;
569;3;0;1;0;1;1;0;
570;3;0;2;0;1;1;0;
571;4;0;3;0;1;1;0;
572;4;0;4;0;1;1;0;
573;5;0;5;0;1;1;0;
574;5;0;6;0;1;1;0;
575;6;0;7;0;1;1;0;
576;6;0;8;0;1;1;0;
577;7;0;9;0;1;1;0;
578;7;0;10;0;1;1;0;
579;8;0;11;0;1;1;0;
580;8;0;12;0;1;1;0;
581;3;1;1;0;1;1;0;
582;4;1;2;0;1;1;0;
583;4;1;3;0;1;1;0;
584;5;1;4;0;1;1;0;
585;5;1;5;0;1;1;0;
586;6;1;6;0;1;1;0;
587;6;1;7;0;1;1;0;
588;7;1;8;0;1;1;0;
589;7;1;9;0;1;1;0;
590;8;1;10;0;1;1;0;
591;8;1;11;0;1;1;0;
592;4;2;1;0;1;1;0;
593;4;2;2;0;1;1;0;
594;5;2;3;0;1;1;0;
595;5;2;4;0;1;1;0;
596;6;2;5;0;1;1;0;
597;6;2;6;0;1;1;0;
598;7;2;7;0;1;1;0;
599;7;2;8;0;1;1;0;
600;8;2;9;0;1;1;0;
601;8;2;10;0;1;1;0;
602;4;3;1;0;1;1;0;
603;5;3;2;0;1;1;0;
604;5;3;3;0;1;1;0;
605;6;3;4;0;1;1;0;
606;6;3;5;0;1;1;0;
607;7;3;6;0;1;1;0;
608;7;3;7;0;1;1;0;
609;8;3;8;0;1;1;0;
610;8;3;9;0;1;1;0;
611;5;4;1;0;1;1;0;
612;5;4;2;0;1;1;0;
613;6;4;3;0;1;1;0;
614;6;4;4;0;1;1;0;
615;7;4;5;0;1;1;0;
616;7;4;6;0;1;1;0;
617;8;4;7;0;1;1;0;
618;8;4;8;0;1;1;0;
619;5;5;1;0;1;1;0;
620;6;5;2;0;1;1;0;
621;6;5;3;0;1;1;0;
622;7;5;4;0;1;1;0;
623;7;5;5;0;1;1;0;
624;8;5;6;0;1;1;0;
625;8;5;7;0;1;1;0;
626;6;6;1;0;1;1;0;
627;6;6;2;0;1;1;0;
628;7;6;3;0;1;1;0;
629;7;6;4;0;1;1;0;
630;8;6;5;0;1;1;0;
631;8;6;6;0;1;1;0;
632;6;7;1;0;1;1;0;
633;7;7;2;0;1;1;0;
634;7;7;3;0;1;1;0;
635;8;7;4;0;1;1;0;
636;8;7;5;0;1;1;0;
637;7;8;1;0;1;1;0;
638;7;8;2;0;1;1;0;
639;8;8;3;0;1;1;0;
640;8;8;4;0;1;1;0;
641;7;9;1;0;1;1;0;
642;8;9;2;0;1;1;0;
643;8;9;3;0;1;1;0;
644;8;10;1;0;1;1;0;
645;8;10;2;0;1;1;0;
646;8;11;1;0;1;1;0;
647;4;0;1;1;1;1;0;
648;5;0;2;1;1;1;0;
649;5;0;3;1;1;1;0;
650;6;0;4;1;1;1;0;
651;6;0;5;1;1;1;0;
652;7;0;6;1;1;1;0;
653;7;0;7;1;1;1;0;
654;8;0;8;1;1;1;0;
655;8;0;9;1;1;1;0;
656;5;1;1;1;1;1;0;
657;5;1;2;1;1;1;0;
658;6;1;3;1;1;1;0;
659;6;1;4;1;1;1;0;
660;7;1;5;1;1;1;0;
661;7;1;6;1;1;1;0;
662;8;1;7;1;1;1;0;
663;8;1;8;1;1;1;0;
664;5;2;1;1;1;1;0;
665;6;2;2;1;1;1;0;
666;6;2;3;1;1;1;0;
667;7;2;4;1;1;1;0;
668;7;2;5;1;1;1;0;
669;8;2;6;1;1;1;0;
670;8;2;7;1;1;1;0;
671;6;3;1;1;1;1;0;
672;6;3;2;1;1;1;0;
673;7;3;3;1;1;1;0;
674;7;3;4;1;1;1;0;
675;8;3;5;1;1;1;0;
676;8;3;6;1;1;1;0;
677;6;4;1;1;1;1;0;
678;7;4;2;1;1;1;0;
679;7;4;3;1;1;1;0;
680;8;4;4;1;1;1;0;
681;8;4;5;1;1;1;0;
682;7;5;1;1;1;1;0;
683;7;5;2;1;1;1;0;
684;8;5;3;1;1;1;0;
685;8;5;4;1;1;1;0;
686;7;6;1;1;1;1;0;
687;8;6;2;1;1;1;0;
688;8;6;3;1;1;1;0;
689;8;7;1;1;1;1;0;
690;8;7;2;1;1;1;0;
691;8;8;1;1;1;1;0;
692;2;0;1;0;0;0;1;
693;2;0;2;0;0;0;1;
694;3;0;3;0;0;0;1;
695;3;0;4;0;0;0;1;
696;4;0;5;0;0;0;1;
697;4;0;6;0;0;0;1;
698;5;0;7;0;0;0;1;
699;5;0;8;0;0;0;1;
700;6;0;9;0;0;0;1;
701;6;0;10;0;0;0;1;
702;7;0;11;0;0;0;1;
703;7;0;12;0;0;0;1;
704;8;0;13;0;0;0;1;
705;8;0;14;0;0;0;1;
706;2;1;1;0;0;0;1;
707;3;1;2;0;0;0;1;
708;3;1;3;0;0;0;1;
709;4;1;4;0;0;0;1;
710;4;1;5;0;0;0;1;
711;5;1;6;0;0;0;1;
712;5;1;7;0;0;0;1;
713;6;1;8;0;0;0;1;
714;6;1;9;0;0;0;1;
715;7;1;10;0;0;0;1;
716;7;1;11;0;0;0;1;
717;8;1;12;0;0;0;1;
718;8;1;13;0;0;0;1;
719;3;2;1;0;0;0;1;
720;3;2;2;0;0;0;1;
721;4;2;3;0;0;0;1;
722;4;2;4;0;0;0;1;
723;5;2;5;0;0;0;1;
724;5;2;6;0;0;0;1;
725;6;2;7;0;0;0;1;
726;6;2;8;0;0;0;1;
727;7;2;9;0;0;0;1;
728;7;2;10;0;0;0;1;
729;8;2;11;0;0;0;1;
730;8;2;12;0;0;0;1;
731;3;3;1;0;0;0;1;
732;4;3;2;0;0;0;1;
733;4;3;3;0;0;0;1;
734;5;3;4;0;0;0;1;
735;5;3;5;0;0;0;1;
736;6;3;6;0;0;0;1;
737;6;3;7;0;0;0;1;
738;7;3;8;0;0;0;1;
739;7;3;9;0;0;0;1;
740;8;3;10;0;0;0;1;
741;8;3;11;0;0;0;1;
742;4;4;1;0;0;0;1;
743;4;4;2;0;0;0;1;
744;5;4;3;0;0;0;1;
745;5;4;4;0;0;0;1;
746;6;4;5;0;0;0;1;
747;6;4;6;0;0;0;1;
748;7;4;7;0;0;0;1;
749;7;4;8;0;0;0;1;
750;8;4;9;0;0;0;1;
751;8;4;10;0;0;0;1;
752;4;5;1;0;0;0;1;
753;5;5;2;0;0;0;1;
754;5;5;3;0;0;0;1;
755;6;5;4;0;0;0;1;
756;6;5;5;0;0;0;1;
757;7;5;6;0;0;0;1;
758;7;5;7;0;0;0;1;
759;8;5;8;0;0;0;1;
760;8;5;9;0;0;0;1;
761;5;6;1;0;0;0;1;
762;5;6;2;0;0;0;1;
763;6;6;3;0;0;0;1;
764;6;6;4;0;0;0;1;
765;7;6;5;0;0;0;1;
766;7;6;6;0;0;0;1;
767;8;6;7;0;0;0;1;
768;8;6;8;0;0;0;1;
769;5;7;1;0;0;0;1;
770;6;7;2;0;0;0;1;
771;6;7;3;0;0;0;1;
772;7;7;4;0;0;0;1;
773;7;7;5;0;0;0;1;
774;8;7;6;0;0;0;1;
775;8;7;7;0;0;0;1;
776;6;8;1;0;0;0;1;
777;6;8;2;0;0;0;1;
778;7;8;3;0;0;0;1;
779;7;8;4;0;0;0;1;
780;8;8;5;0;0;0;1;
781;8;8;6;0;0;0;1;
782;6;9;1;0;0;0;1;
783;7;9;2;0;0;0;1;
784;7;9;3;0;0;0;1;
785;8;9;4;0;0;0;1;
786;8;9;5;0;0;0;1;
787;7;10;1;0;0;0;1;
788;7;10;2;0;0;0;1;
789;8;10;3;0;0;0;1;
790;8;10;4;0;0;0;1;
791;7;11;1;0;0;0;1;
792;8;11;2;0;0;0;1;
793;8;11;3;0;0;0;1;
794;8;12;1;0;0;0;1;
795;8;12;2;0;0;0;1;
796;8;13;1;0;0;0;1;
797;3;0;1;1;0;0;1;
798;4;0;2;1;0;0;1;
799;4;0;3;1;0;0;1;
800;5;0;4;1;0;0;1;
801;5;0;5;1;0;0;1;
802;6;0;6;1;0;0;1;
803;6;0;7;1;0;0;1;
804;7;0;8;1;0;0;1;
805;7;0;9;1;0;0;1;
806;8;0;10;1;0;0;1;
807;8;0;11;1;0;0;1;
808;4;1;1;1;0;0;1;
809;4;1;2;1;0;0;1;
810;5;1;3;1;0;0;1;
811;5;1;4;1;0;0;1;
812;6;1;5;1;0;0;1;
813;6;1;6;1;0;0;1;
814;7;1;7;1;0;0;1;
815;7;1;8;1;0;0;1;
816;8;1;9;1;0;0;1;
817;8;1;10;1;0;0;1;
